the_geom,cartodb_id,pname,date,year,longitude,latitude,state,county,cnumber
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12955,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007909/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12956,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007911/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12957,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007912/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12958,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007913/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12959,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007917/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12960,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007918/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12961,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007920/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12962,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007921/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12963,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007923/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12964,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007928/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12965,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007930/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12966,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007931/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12967,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007935/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12968,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007941/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12969,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007945/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12970,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007948/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12971,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007949/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12972,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007950/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12973,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007952/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12974,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007959/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12975,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007961/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12976,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998007963/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12977,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007966/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12978,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007968/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12979,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007970/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12980,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007971/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12981,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007973/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12982,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007975/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12983,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007976/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12984,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007980/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12985,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007983/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12986,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007987/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12987,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007989/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12988,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007990/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12989,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007994/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12990,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007997/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,12991,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998007998/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12992,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008003/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12993,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008004/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12994,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008005/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12995,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008007/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12996,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008012/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12997,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008013/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12998,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008018/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,12999,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008020/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,13000,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008022/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,13001,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008024/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,13002,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008025/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,13003,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008026/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,13004,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008029/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,13005,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008033/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,13006,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008035/PP
0101000020E6100000EEDA94E12EC554C0794CEEC1B5C44040,13007,Jack Delano,1941-05-01 00:00:00+00,1941,-83.0809864,33.5367968,Georgia,Greene County,fsa1998008037/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13008,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008043/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13009,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008045/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13010,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008046/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13011,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008050/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13012,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008053/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13013,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008055/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13014,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008058/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13015,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008060/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13016,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008061/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13017,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008062/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13018,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008065/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13019,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008068/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13020,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008071/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13021,Jack Delano,1941-05-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008073/PP
0101000020E61000001FA397ACE54F56C0B8674C778D2E3F40,13022,Jack Delano,1941-05-01 00:00:00+00,1941,-89.2483932,31.1818461,Mississippi,Forrest County,fsa1998008074/PP
0101000020E61000001FA397ACE54F56C0B8674C778D2E3F40,13023,Jack Delano,1941-05-01 00:00:00+00,1941,-89.2483932,31.1818461,Mississippi,Forrest County,fsa1998008075/PP
0101000020E61000001FA397ACE54F56C0B8674C778D2E3F40,13024,Jack Delano,1941-05-01 00:00:00+00,1941,-89.2483932,31.1818461,Mississippi,Forrest County,fsa1998008076/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13025,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008081/PP
0101000020E6100000730E9E09CDF855C0451F3D8F9B6B4040,13026,Jack Delano,1941-05-01 00:00:00+00,1941,-87.8875145,32.8406848,Alabama,Greene County,fsa1998008082/PP
0101000020E6100000730E9E09CDF855C0451F3D8F9B6B4040,13027,Jack Delano,1941-05-01 00:00:00+00,1941,-87.8875145,32.8406848,Alabama,Greene County,fsa1998008086/PP
0101000020E6100000730E9E09CDF855C0451F3D8F9B6B4040,13028,Jack Delano,1941-05-01 00:00:00+00,1941,-87.8875145,32.8406848,Alabama,Greene County,fsa1998008091/PP
0101000020E6100000730E9E09CDF855C0451F3D8F9B6B4040,13029,Jack Delano,1941-05-01 00:00:00+00,1941,-87.8875145,32.8406848,Alabama,Greene County,fsa1998008093/PP
0101000020E6100000730E9E09CDF855C0451F3D8F9B6B4040,13030,Jack Delano,1941-05-01 00:00:00+00,1941,-87.8875145,32.8406848,Alabama,Greene County,fsa1998008097/PP
0101000020E6100000730E9E09CDF855C0451F3D8F9B6B4040,13031,Jack Delano,1941-05-01 00:00:00+00,1941,-87.8875145,32.8406848,Alabama,Greene County,fsa1998008098/PP
0101000020E6100000730E9E09CDF855C0451F3D8F9B6B4040,13032,Jack Delano,1941-05-01 00:00:00+00,1941,-87.8875145,32.8406848,Alabama,Greene County,fsa1998008103/PP
0101000020E6100000730E9E09CDF855C0451F3D8F9B6B4040,13033,Jack Delano,1941-05-01 00:00:00+00,1941,-87.8875145,32.8406848,Alabama,Greene County,fsa1998008107/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13034,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008112/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13035,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008113/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13036,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008116/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13037,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008118/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13038,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008122/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13039,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008123/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13040,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008127/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13041,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008129/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13042,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008133/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13043,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008137/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13044,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008138/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13045,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008142/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13046,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008144/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13047,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008146/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13048,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008147/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13049,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008151/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13050,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008161/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13051,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008162/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13052,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008163/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13053,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008167/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13054,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008168/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13055,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008169/PP
0101000020E610000022D62CE11A9055C04A4CAB7C2A964040,13056,Jack Delano,1941-05-01 00:00:00+00,1941,-86.2516406,33.1731716,Alabama,Talladega County,fsa1998008170/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13057,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008171/PP
0101000020E610000022D62CE11A9055C04A4CAB7C2A964040,13058,Jack Delano,1941-05-01 00:00:00+00,1941,-86.2516406,33.1731716,Alabama,Talladega County,fsa1998008174/PP
0101000020E610000022D62CE11A9055C04A4CAB7C2A964040,13059,Jack Delano,1941-05-01 00:00:00+00,1941,-86.2516406,33.1731716,Alabama,Talladega County,fsa1998008176/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13060,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008178/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13061,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008180/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13062,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008182/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13063,Jack Delano,1941-05-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008184/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13064,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008189/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13065,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008190/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13066,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008191/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13067,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008196/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13068,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008197/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13069,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008198/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13070,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008200/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13071,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008202/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13072,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008204/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13073,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008205/PP
0101000020E610000066FA809B209355C02C2EE983C0AA4040,13074,Jack Delano,1941-05-01 00:00:00+00,1941,-86.2988652,33.3340001,Alabama,Talladega County,fsa1998008207/PP
0101000020E61000006CF420F3B79655C016E357079BA34040,13075,Jack Delano,1941-05-01 00:00:00+00,1941,-86.3549774,33.2781686,Alabama,Talladega County,fsa1998008212/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13076,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008215/PP
0101000020E6100000D13FC1C58AEF55C0952FC3DA73704040,13077,Jack Delano,1941-05-01 00:00:00+00,1941,-87.742845,32.8785356,Alabama,Hale County,fsa1998008220/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13078,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008222/PP
0101000020E6100000C3802557B10156C07B432B4190624040,13079,Jack Delano,1941-05-01 00:00:00+00,1941,-88.026449,32.7700273,Alabama,Greene County,fsa1998008227/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13080,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008228/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13081,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008230/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13082,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008232/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13083,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008236/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13084,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008238/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13085,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008239/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13086,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008240/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13087,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008242/PP
0101000020E61000005AEA6A3C22E655C0E288FF852F5A4040,13088,Jack Delano,1941-05-01 00:00:00+00,1941,-87.5958396,32.7045753,Alabama,Hale County,fsa1998008243/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13089,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008247/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13090,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008253/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13091,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008254/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13092,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008255/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13093,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008256/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13094,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008257/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13095,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008258/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13096,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008261/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13097,Jack Delano,1941-06-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008264/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13098,Jack Delano,1941-06-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008266/PP
0101000020E61000007E175BADB8D454C0CFFD309D31D04040,13099,Jack Delano,1941-06-01 00:00:00+00,1941,-83.3237718,33.6265141,Georgia,Greene County,fsa1998008272/PP
0101000020E6100000C0BE8C18ACCB54C011AEDBFBAFC94040,13100,Jack Delano,1941-06-01 00:00:00+00,1941,-83.1823789,33.5756831,Georgia,Greene County,fsa1998008277/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13101,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008280/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13102,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008281/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13103,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008283/PP
0101000020E61000002FA52E19C7C654C00FBD207DEED54040,13104,Jack Delano,1941-06-01 00:00:00+00,1941,-83.105902,33.6713406,Georgia,Greene County,fsa1998008285/PP
