cnumber,cnumber2,ptype,pname,month,year,VAN0,VAN1,VAN2,lotnum,city,county,state,country,longitude,latitude,fips,title,thumb_url,small_url,large_url
fsa1992000758/PP,LC-DIG-fsac-1a34711,NA,Jack Delano,3,1943,NA,NA,NA,NA,Kansas City,Jackson County,Kansas,United States,-94.5785667,39.0997266,20085,"Washing one of the Santa Fe R.R. 54 hundred horse power diesel freight locomotives in the roundhouse, Argentine, Kansas. Argentine yard is at Kansas City, Kansas",thumb/0000/0007/1a34711_150px.jpg,small/0000/0007/1a34711r.jpg,large/0000/0007/1a34711v.jpg
fsa1992000759/PP,LC-DIG-fsac-1a34712,NA,Jack Delano,3,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The giant 10 million bushel grain elevator of the Santa Fe R.R., Kansas",thumb/0000/0007/1a34712_150px.jpg,small/0000/0007/1a34712r.jpg,large/0000/0007/1a34712v.jpg
fsa1992000760/PP,LC-DIG-fsac-1a34713,NA,Jack Delano,3,1943,NA,NA,NA,NA,Kansas City,Jackson County,Kansas,United States,-94.5785667,39.0997266,20085,"Santa Fe R.R. yards, Argentine, Kansas. Argentine yard is at Kansas City, Kansas",thumb/0000/0007/1a34713_150px.jpg,small/0000/0007/1a34713r.jpg,large/0000/0007/1a34713v.jpg
fsa1992000761/PP,LC-DIG-fsac-1a34714,NA,Jack Delano,3,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The giant Santa Fe R.R. 10 million bushel grain elevator, Kansas",thumb/0000/0007/1a34714_150px.jpg,small/0000/0007/1a34714r.jpg,large/0000/0007/1a34714v.jpg
fsa1992000762/PP,LC-DIG-fsac-1a34715,NA,Jack Delano,3,1943,NA,NA,NA,NA,Kansas City,Jackson County,Kansas,United States,-94.5785667,39.0997266,20085,"Santa Fe R.R. yards and shops, Argentine, Kansas. Argentine yard is at Kansas City, Kansas",thumb/0000/0007/1a34715_150px.jpg,small/0000/0007/1a34715r.jpg,large/0000/0007/1a34715v.jpg
fsa1992000763/PP,LC-DIG-fsac-1a34716,NA,Jack Delano,3,1943,NA,NA,NA,NA,Kansas City,Jackson County,Kansas,United States,-94.5785667,39.0997266,20085,"Servicing engines at coal and sand chutes at Argentine yard, Santa Fe R.R., Kansas City, Kansas",thumb/0000/0007/1a34716_150px.jpg,small/0000/0007/1a34716r.jpg,large/0000/0007/1a34716v.jpg
fsa1992000764/PP,LC-DIG-fsac-1a34717,NA,Jack Delano,3,1943,NA,NA,NA,NA,Kansas City,Jackson County,Kansas,United States,-94.5785667,39.0997266,20085,"Night view of part of Santa Fe R.R. yard, Kansas City, Kansas",thumb/0000/0007/1a34717_150px.jpg,small/0000/0007/1a34717r.jpg,large/0000/0007/1a34717v.jpg
fsa1992000765/PP,LC-DIG-fsac-1a34718,NA,Jack Delano,3,1943,NA,NA,NA,NA,Amarillo,Potter County,Texas,United States,-101.8312969,35.2219971,48231,"General view of the city and the Atchison, Topeka, and Santa Fe Railroad, Amarillo, Texas. Santa Fe R.R. trip",thumb/0000/0007/1a34718_150px.jpg,small/0000/0007/1a34718r.jpg,large/0000/0007/1a34718v.jpg
fsa1992000766/PP,LC-DIG-fsac-1a34719,NA,Jack Delano,3,1943,NA,NA,NA,NA,Amarillo,Potter County,Texas,United States,-101.8312969,35.2219971,48231,"Grain elevators near Amarillo, Texas; Santa Fe trip",thumb/0000/0007/1a34719_150px.jpg,small/0000/0007/1a34719r.jpg,large/0000/0007/1a34719v.jpg
fsa1992000767/PP,LC-DIG-fsac-1a34720,NA,Jack Delano,3,1943,NA,NA,NA,NA,Amarillo,Potter County,Texas,United States,-101.8312969,35.2219971,48231,"Grain elevators along the route of the Atchison, Topeka, and Santa Fe Railroad, Amarillo, Texas. Santa Fe trip",thumb/0000/0007/1a34720_150px.jpg,small/0000/0007/1a34720r.jpg,large/0000/0007/1a34720v.jpg
fsa1992000768/PP,LC-DIG-fsac-1a34721,NA,Jack Delano,3,1943,NA,NA,NA,NA,Amarillo,Potter County,Texas,United States,-101.8312969,35.2219971,48231,"Farm land in Texas panhandle near Amarillo, Texas. Santa Fe R.R. trip",thumb/0000/0007/1a34721_150px.jpg,small/0000/0007/1a34721r.jpg,large/0000/0007/1a34721v.jpg
fsa1992000769/PP,LC-DIG-fsac-1a34722,NA,Jack Delano,3,1943,NA,NA,NA,NA,Amarillo,Potter County,Texas,United States,-101.8312969,35.2219971,48231,"Amarillo, Texas, general view, Santa Fe R.R. trip",thumb/0000/0007/1a34722_150px.jpg,small/0000/0007/1a34722r.jpg,large/0000/0007/1a34722v.jpg
fsa1992000770/PP,LC-DIG-fsac-1a34723,NA,Jack Delano,3,1943,NA,NA,NA,NA,Amarillo,Potter County,Texas,United States,-101.8312969,35.2219971,48231,"Amarillo, Texas, general view, Santa Fe R.R. trip",thumb/0000/0007/1a34723_150px.jpg,small/0000/0007/1a34723r.jpg,large/0000/0007/1a34723v.jpg
fsa1992000771/PP,LC-DIG-fsac-1a34724,NA,Jack Delano,3,1943,NA,NA,NA,NA,Amarillo,Potter County,Texas,United States,-101.8312969,35.2219971,48231,"Amarillo, Texas, general view, Santa Fe R.R. trip",thumb/0000/0007/1a34724_150px.jpg,small/0000/0007/1a34724r.jpg,large/0000/0007/1a34724v.jpg
fsa1992000772/PP,LC-DIG-fsac-1a34725,NA,Jack Delano,3,1943,NA,NA,NA,NA,Amarillo,Potter County,Texas,United States,-101.8312969,35.2219971,48231,"Yardmaster in railroad yards, Amarillo Texas",thumb/0000/0007/1a34725_150px.jpg,small/0000/0007/1a34725r.jpg,large/0000/0007/1a34725v.jpg
fsa1992000773/PP,LC-DIG-fsac-1a34726,NA,Jack Delano,3,1943,NA,NA,NA,NA,Albuquerque,Bernalillo County,New Mexico,United States,-106.6511367,35.0844909,35001,"Santa Fe R.R. streamliner, the &quot;super Chief,&quot; being serviced at the depot, Albuquerque, N.M. Servicing of these diesel streamliners takes five minutes. Santa Fe R.R. trip",thumb/0000/0007/1a34726_150px.jpg,small/0000/0007/1a34726r.jpg,large/0000/0007/1a34726v.jpg
fsa1992000774/PP,LC-DIG-fsac-1a34727,NA,Jack Delano,3,1943,NA,NA,NA,NA,Belen,Valencia County,New Mexico,United States,-106.776416,34.6628367,35061,"In the Santa Fe R.R. yards, Belen, N[ew] Mex[ico]",thumb/0000/0007/1a34727_150px.jpg,small/0000/0007/1a34727r.jpg,large/0000/0007/1a34727v.jpg
fsa1992000775/PP,LC-DIG-fsac-1a34728,NA,Jack Delano,3,1943,NA,NA,NA,NA,Gallup,McKinley County,New Mexico,United States,-108.7425843,35.5280783,35031,"Santa Fe R.R. yard, Gallup, N[ew] Mex[ico]",thumb/0000/0007/1a34728_150px.jpg,small/0000/0007/1a34728r.jpg,large/0000/0007/1a34728v.jpg
fsa1992000776/PP,LC-DIG-fsac-1a34729,NA,Jack Delano,3,1943,NA,NA,NA,NA,Albuquerque,Bernalillo County,New Mexico,United States,-106.6511367,35.0844909,35001,"A completely overhauled engine on the transfer table at the Atchison, Topeka, and Santa Fe railroad locomotive shops, Albuquerque, New Mexico. It is now ready to go into service",thumb/0000/0007/1a34729_150px.jpg,small/0000/0007/1a34729r.jpg,large/0000/0007/1a34729v.jpg
fsa1992000777/PP,LC-DIG-fsac-1a34730,NA,Jack Delano,3,1943,NA,NA,NA,NA,Albuquerque,Bernalillo County,New Mexico,United States,-106.6511367,35.0844909,35001,"Hammering out a draw bar on the steam drop hammer in the blacksmith shop, Santa Fe R.R. shops, Albuquerque, N[ew] Mex[ico)",thumb/0000/0007/1a34730_150px.jpg,small/0000/0007/1a34730r.jpg,large/0000/0007/1a34730v.jpg
fsa1992000778/PP,LC-DIG-fsac-1a34731,NA,Jack Delano,3,1943,NA,NA,NA,NA,Encino,Torrance County,New Mexico,United States,-105.4616722,34.651178,35057,"Passing a section house along the Atchison, Topeka, and Santa Fe railroad, Encino vicinity, New Mexico",thumb/0000/0007/1a34731_150px.jpg,small/0000/0007/1a34731r.jpg,large/0000/0007/1a34731v.jpg
fsa1992000779/PP,LC-DIG-fsac-1a34732,NA,Jack Delano,3,1943,NA,NA,NA,NA,Ricardo,De County,New Mexico,United States,-104.3852546,34.3906257,NA,"West bound Santa Fe R.R. freight train waiting in a siding to meet an east bound train, Ricardo, N[ew] Mex[ico]",thumb/0000/0007/1a34732_150px.jpg,small/0000/0007/1a34732r.jpg,large/0000/0007/1a34732v.jpg
fsa1992000780/PP,LC-DIG-fsac-1a34733,NA,Jack Delano,3,1943,NA,NA,NA,NA,Laguna,Cibola County,New Mexico,United States,-107.3828231,35.0367105,35006,"Santa Fe R.R. train stopping for coal and water, Laguna, N[ew] Mex[ico]",thumb/0000/0007/1a34733_150px.jpg,small/0000/0007/1a34733r.jpg,large/0000/0007/1a34733v.jpg
fsa1992000781/PP,LC-DIG-fsac-1a34734,NA,Jack Delano,3,1943,NA,NA,NA,NA,Albuquerque,Bernalillo County,New Mexico,United States,-106.6511367,35.0844909,35001,"At the Santa Fe R.R. tie plant, Albuquerque, N[ew] Mex[ico]. The ties made of pine and fir, are seasoned for eight months. The steaming black ties in the center have just come from the retort where they have been impregnated with creosote for eight hours. This plant has a capacity of 100,000 ties per month; is currently producing 80,000",thumb/0000/0007/1a34734_150px.jpg,small/0000/0007/1a34734r.jpg,large/0000/0007/1a34734v.jpg
fsa1992000782/PP,LC-DIG-fsac-1a34735,NA,Jack Delano,3,1943,NA,NA,NA,NA,Albuquerque,Bernalillo County,New Mexico,United States,-106.6511367,35.0844909,35001,"A completely overhauled engine on the transfer table at the Atchison, Topeka, and Santa Fe Railroad locomotive shops, Albuquerque, New Mexico. It is now ready to go into service",thumb/0000/0007/1a34735_150px.jpg,small/0000/0007/1a34735r.jpg,large/0000/0007/1a34735v.jpg
fsa1992000783/PP,LC-DIG-fsac-1a34736,NA,Jack Delano,3,1943,NA,NA,NA,NA,Albuquerque,Bernalillo County,New Mexico,United States,-106.6511367,35.0844909,35001,"Santa Fe R.R. streamliner, the &quot;Super Chief,&quot; being serviced at the depot, Albuquerque, N[ew] Mex[ico]. Servicing these diesel streamliners takes five minutes",thumb/0000/0007/1a34736_150px.jpg,small/0000/0007/1a34736r.jpg,large/0000/0007/1a34736v.jpg
fsa1992000784/PP,LC-DIG-fsac-1a34737,NA,Jack Delano,3,1943,NA,NA,NA,NA,Melrose,Curry County,New Mexico,United States,-103.63246,34.4303525,35009,"Santa Fe R.R. west bound freight stopping for water, Melrose, N[ew] Mex[ico]",thumb/0000/0007/1a34737_150px.jpg,small/0000/0007/1a34737r.jpg,large/0000/0007/1a34737v.jpg
fsa1992000785/PP,LC-DIG-fsac-1a34738,NA,Jack Delano,3,1943,NA,NA,NA,NA,Melrose,Curry County,New Mexico,United States,-103.63246,34.4303525,35009,"Santa Fe R.R. train, Melrose, N[ew] Mex[ico]",thumb/0000/0007/1a34738_150px.jpg,small/0000/0007/1a34738r.jpg,large/0000/0007/1a34738v.jpg
fsa1992000786/PP,LC-DIG-fsac-1a34739,NA,Jack Delano,3,1943,NA,NA,NA,NA,Melrose,Curry County,New Mexico,United States,-103.63246,34.4303525,35009,"Santa Fe R.R. near Melrose, New Mexico",thumb/0000/0007/1a34739_150px.jpg,small/0000/0007/1a34739r.jpg,large/0000/0007/1a34739v.jpg
fsa1992000787/PP,LC-DIG-fsac-1a34740,NA,Jack Delano,3,1943,NA,NA,NA,NA,Isleta,Bernalillo County,New Mexico,United States,-106.6891921,34.907274,35001,"Santa Fe R.R. line going to Albuquerque, New Mexico, past the Isleta Indian reservation, Isleta, N[ew] Mex[ico]",thumb/0000/0007/1a34740_150px.jpg,small/0000/0007/1a34740r.jpg,large/0000/0007/1a34740v.jpg
fsa1992000788/PP,LC-DIG-fsac-1a34741,NA,Jack Delano,3,1943,NA,NA,NA,NA,Laguna,Cibola County,New Mexico,United States,-107.3828231,35.0367105,35006,"Indian houses and farms on the Laguna Indian reservation, Laguna N[ew] Mex[ico]. In the background is Mount Taylor. The Santa Fe R.R. crosses the reservation",thumb/0000/0007/1a34741_150px.jpg,small/0000/0007/1a34741r.jpg,large/0000/0007/1a34741v.jpg
fsa1992000789/PP,LC-DIG-fsac-1a34742,NA,Jack Delano,3,1943,NA,NA,NA,NA,Laguna,Cibola County,New Mexico,United States,-107.3828231,35.0367105,35006,"A freight train stopping for coal and water at a siding enroute to Gallup, New Mexico, near Laguna, N.M.",thumb/0000/0007/1a34742_150px.jpg,small/0000/0007/1a34742r.jpg,large/0000/0007/1a34742v.jpg
fsa1992000790/PP,LC-DIG-fsac-1a34743,NA,Jack Delano,3,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flagman standing behind his train to flag oncoming trains at a small siding between Laguna, N[ew] Mex[ico] and Gallup, N[ew] Mex[ico]. Sant Fe R.R., Santa Fe trip",thumb/0000/0007/1a34743_150px.jpg,small/0000/0007/1a34743r.jpg,large/0000/0007/1a34743v.jpg
fsa1992000791/PP,LC-DIG-fsac-1a34744,NA,Jack Delano,3,1943,NA,NA,NA,NA,Vaughn,Guadalupe County,New Mexico,United States,-105.2083337,34.6017346,35019,"The Santa Fe R.R. crosses the Southern Pacific R.R. at Vaughn, N[ew] Mexi[ico]. A Southern Pacific RR freight passing Vaughn",thumb/0000/0007/1a34744_150px.jpg,small/0000/0007/1a34744r.jpg,large/0000/0007/1a34744v.jpg
fsa1992000792/PP,LC-DIG-fsac-1a34745,NA,Jack Delano,3,1943,NA,NA,NA,NA,Willard,Torrance County,New Mexico,United States,-106.0336253,34.5958972,35057,"Landscape along the Santa Fe R.R., Willard, N[ew] Mex[ico]",thumb/0000/0007/1a34745_150px.jpg,small/0000/0007/1a34745r.jpg,large/0000/0007/1a34745v.jpg
fsa1992000793/PP,LC-DIG-fsac-1a34746,NA,Jack Delano,3,1943,NA,NA,NA,NA,Tolar,Roosevelt County,New Mexico,United States,-103.9316331,34.4509031,35041,"West bound Santa Fe R.R. freight train stopping for water, Tolar, N[ew] Mex[ico]",thumb/0000/0007/1a34746_150px.jpg,small/0000/0007/1a34746r.jpg,large/0000/0007/1a34746v.jpg
fsa1992000794/PP,LC-DIG-fsac-1a34747,NA,Jack Delano,3,1943,NA,NA,NA,NA,Melrose,Curry County,New Mexico,United States,-103.63246,34.4303525,35009,"Westbound freight train stopping for water, Melrose, N[ew] Mex[ico]",thumb/0000/0007/1a34747_150px.jpg,small/0000/0007/1a34747r.jpg,large/0000/0007/1a34747v.jpg
fsa1992000795/PP,LC-DIG-fsac-1a34748,NA,Jack Delano,3,1943,NA,NA,NA,NA,South Chaves,McKinley County,New Mexico,United States,-108.1520106,35.3883616,35031,"East bound track of the Santa Fe R.R. across desert country near South Chaves, N[ew] Mex[ico]",thumb/0000/0007/1a34748_150px.jpg,small/0000/0007/1a34748r.jpg,large/0000/0007/1a34748v.jpg
fsa1992000796/PP,LC-DIG-fsac-1a34749,NA,Jack Delano,3,1943,NA,NA,NA,NA,Yucca,Mohave County,Arizona,United States,-114.1493965,34.8722287,4015,"Santa Fe R.R. going through Yucca, Arizona; a watering and refueling stop",thumb/0000/0007/1a34749_150px.jpg,small/0000/0007/1a34749r.jpg,large/0000/0007/1a34749v.jpg
fsa1992000797/PP,LC-DIG-fsac-1a34750,NA,Jack Delano,3,1943,NA,NA,NA,NA,Gleed,Yavapai County,Arizona,United States,-112.6402489,35.2897727,4025,"Santa Fe R.R. freight train rounding a curve between Ash Fork and Gleed, Arizona",thumb/0000/0007/1a34750_150px.jpg,small/0000/0007/1a34750r.jpg,large/0000/0007/1a34750v.jpg
fsa1992000798/PP,LC-DIG-fsac-1a34751,NA,Jack Delano,3,1943,NA,NA,NA,NA,Gleed,Yavapai County,Arizona,United States,-112.6402489,35.2897727,4025,"West-bound passenger train going around a curve on the Atchison, Topeka, and Santa Fe railroad between Winslow and Seligman, Arizona, [near] Gleed, Arizone",thumb/0000/0007/1a34751_150px.jpg,small/0000/0007/1a34751r.jpg,large/0000/0007/1a34751v.jpg
fsa1992000799/PP,LC-DIG-fsac-1a34752,NA,Jack Delano,3,1943,NA,NA,NA,NA,Gleed,Yavapai County,Arizona,United States,-112.6402489,35.2897727,4025,"Santa Fe R.R. freight train rounding a curve between Ash Fork and Gleed, Arizona",thumb/0000/0007/1a34752_150px.jpg,small/0000/0007/1a34752r.jpg,large/0000/0007/1a34752v.jpg
fsa1992000800/PP,LC-DIG-fsac-1a34753,NA,Jack Delano,3,1943,NA,NA,NA,NA,Gleed,Yavapai County,Arizona,United States,-112.6402489,35.2897727,4025,"Santa Fe R.R. freight train rounding a curve between Ash Fork and Gleed, Arizona",thumb/0000/0007/1a34753_150px.jpg,small/0000/0007/1a34753r.jpg,large/0000/0007/1a34753v.jpg
fsa1992000801/PP,LC-DIG-fsac-1a34754,NA,Jack Delano,3,1943,NA,NA,NA,NA,Alray,San County,California,United States,-117.4828278,34.328336,NA,"A east bound Union Pacific railroad freight train waiting in a siding, Alray, Calif. Coming up through Cajon Pass. The Santa Fe tracks are used by the Union Pacific as far east as Daggett, Calif. Santa Fe R.R. trip",thumb/0000/0007/1a34754_150px.jpg,small/0000/0007/1a34754r.jpg,large/0000/0007/1a34754v.jpg
fsa1992000802/PP,LC-DIG-fsac-1a34755,NA,Jack Delano,3,1943,NA,NA,NA,NA,Cadiz,San County,California,United States,-115.5127662,34.5199973,NA,"Santa Fe R.R. line leaving Cadiz, Calif. This town is a junction point with a branch going to Phoenix, Ariz.",thumb/0000/0007/1a34755_150px.jpg,small/0000/0007/1a34755r.jpg,large/0000/0007/1a34755v.jpg
fsa1992000803/PP,LC-DIG-fsac-1a34756,NA,Jack Delano,3,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Fe R.R. crosses the Colorado River into California between Topock, Arizona and Beal, California",thumb/0000/0007/1a34756_150px.jpg,small/0000/0007/1a34756r.jpg,large/0000/0007/1a34756v.jpg
fsa1992000804/PP,LC-DIG-fsac-1a34757,NA,Jack Delano,3,1943,NA,NA,NA,NA,Bagdad,San County,California,United States,-115.8755563,34.5827704,NA,"Flagman standing at a distance behind a Santa Fe R.R. west bound freight train during a stop, Bagdad, Calif.",thumb/0000/0007/1a34757_150px.jpg,small/0000/0007/1a34757r.jpg,large/0000/0007/1a34757v.jpg
fsa1992000805/PP,LC-DIG-fsac-1a34759,NA,Jack Delano,3,1943,NA,NA,NA,NA,Cajon,San County,California,United States,-116.9625269,32.7947731,NA,"One of the cuts through the mountains, near Cajon, Calif., Cajon Pass, Calif.",thumb/0000/0007/1a34759_150px.jpg,small/0000/0007/1a34759r.jpg,large/0000/0007/1a34759v.jpg
fsa1992000806/PP,LC-DIG-fsac-1a34760,NA,Jack Delano,3,1943,NA,NA,NA,NA,Cajon,San County,California,United States,-116.9625269,32.7947731,NA,"Freight train with two helper engines climbing the steep grade of Cajon Pass (westbound), Cajon, Calif.",thumb/0000/0008/1a34760_150px.jpg,small/0000/0008/1a34760r.jpg,large/0000/0008/1a34760v.jpg
fsa1992000807/PP,LC-DIG-fsac-1a34761,NA,Jack Delano,3,1943,NA,NA,NA,NA,Cajon,San County,California,United States,-116.9625269,32.7947731,NA,"Freight train going up Cajon Pass through the San Bernardino Mountains, Cajon, Calif.",thumb/0000/0008/1a34761_150px.jpg,small/0000/0008/1a34761r.jpg,large/0000/0008/1a34761v.jpg
fsa1992000808/PP,LC-DIG-fsac-1a34762,NA,Jack Delano,3,1943,NA,NA,NA,NA,Cadiz,San County,California,United States,-115.5127662,34.5199973,NA,"Mojave Desert country, crossed by the Santa Fe R.R., Cadiz, Calif.",thumb/0000/0008/1a34762_150px.jpg,small/0000/0008/1a34762r.jpg,large/0000/0008/1a34762v.jpg
fsa1992000809/PP,LC-DIG-fsac-1a34763,NA,Jack Delano,3,1943,NA,NA,NA,NA,Cadiz,San County,California,United States,-115.5127662,34.5199973,NA,"Mojave Desert country, crossed by Santa Fe R.R., Cadiz, Calif.",thumb/0000/0008/1a34763_150px.jpg,small/0000/0008/1a34763r.jpg,large/0000/0008/1a34763v.jpg
fsa1992000810/PP,LC-DIG-fsac-1a34764,NA,Jack Delano,3,1943,NA,NA,NA,NA,Redlands,San County,California,United States,-117.1825381,34.0555693,NA,"Automatic dumper at the co-op orange packing plant, Redlands, Calif. Santa Fe trip",thumb/0000/0008/1a34764_150px.jpg,small/0000/0008/1a34764r.jpg,large/0000/0008/1a34764v.jpg
fsa1992000811/PP,LC-DIG-fsac-1a34765,NA,Jack Delano,3,1943,NA,NA,NA,NA,Redlands,San County,California,United States,-117.1825381,34.0555693,NA,"Co-op orange packing plant, Redlands, Calif. Workman is doing the preliminary sorting, picking out the discards. Santa Fe trip",thumb/0000/0008/1a34765_150px.jpg,small/0000/0008/1a34765r.jpg,large/0000/0008/1a34765v.jpg
fsa1992000812/PP,LC-DIG-fsac-1a34766,NA,Jack Delano,3,1943,NA,NA,NA,NA,Redlands,San County,California,United States,-117.1825381,34.0555693,NA,"Grading oranges at a co-op orange packing plant, Redlands, Calif. Santa Fe trip",thumb/0000/0008/1a34766_150px.jpg,small/0000/0008/1a34766r.jpg,large/0000/0008/1a34766v.jpg
fsa1992000813/PP,LC-DIG-fsac-1a34767,NA,Jack Delano,3,1943,NA,NA,NA,NA,Redlands,San County,California,United States,-117.1825381,34.0555693,NA,"Grading oranges at a co-op orange packing plant, Redlands, Calif. Santa Fe trip",thumb/0000/0008/1a34767_150px.jpg,small/0000/0008/1a34767r.jpg,large/0000/0008/1a34767v.jpg
fsa1992000814/PP,LC-DIG-fsac-1a34768,NA,Jack Delano,3,1943,NA,NA,NA,NA,Redlands,San County,California,United States,-117.1825381,34.0555693,NA,"Washing oranges at an orange packing co-op, Redlands, Calif. Santa Fe R.R. trip",thumb/0000/0008/1a34768_150px.jpg,small/0000/0008/1a34768r.jpg,large/0000/0008/1a34768v.jpg
fsa1992000815/PP,LC-DIG-fsac-1a34769,NA,Jack Delano,3,1943,NA,NA,NA,NA,Redlands,San County,California,United States,-117.1825381,34.0555693,NA,"Drying oranges at a co-op orange packing plant, Redlands, Calif. Santa Fe R.R. trip",thumb/0000/0008/1a34769_150px.jpg,small/0000/0008/1a34769r.jpg,large/0000/0008/1a34769v.jpg
fsa1992000816/PP,LC-DIG-fsac-1a34770,NA,Jack Delano,3,1943,NA,NA,NA,NA,Redlands,San County,California,United States,-117.1825381,34.0555693,NA,"Packing oranges at a co-op orange packing plant, Redlands, Calif. Santa Fe R.R. trip",thumb/0000/0008/1a34770_150px.jpg,small/0000/0008/1a34770r.jpg,large/0000/0008/1a34770v.jpg
fsa1992000817/PP,LC-DIG-fsac-1a34771,NA,Jack Delano,3,1943,NA,NA,NA,NA,Redlands,San County,California,United States,-117.1825381,34.0555693,NA,"Operating a machine for putting tops on crates at a co-op orange packing plant, Redlands, Calif. Santa Fe R.R. trip",thumb/0000/0008/1a34771_150px.jpg,small/0000/0008/1a34771r.jpg,large/0000/0008/1a34771v.jpg
fsa1992000818/PP,LC-DIG-fsac-1a34772,NA,Jack Delano,3,1943,NA,NA,NA,NA,Redlands,San County,California,United States,-117.1825381,34.0555693,NA,"Growers bringing in their crop to a co-op orange packing plant, Redlands, Calif. Santa Fe R.R. trip",thumb/0000/0008/1a34772_150px.jpg,small/0000/0008/1a34772r.jpg,large/0000/0008/1a34772v.jpg
fsa1992000819/PP,LC-DIG-fsac-1a34773,NA,Jack Delano,3,1943,NA,NA,NA,NA,Redlands,San County,California,United States,-117.1825381,34.0555693,NA,Loading oranges into refrigerator car at a co-op orange packing plant,thumb/0000/0008/1a34773_150px.jpg,small/0000/0008/1a34773r.jpg,large/0000/0008/1a34773v.jpg
fsa1992000820/PP,LC-DIG-fsac-1a34774,NA,Jack Delano,3,1943,NA,NA,NA,NA,Redlands,San County,California,United States,-117.1825381,34.0555693,NA,"Loading oranges into a refrigerator car at a co-op orange packing plant, Redlands, Calif. Santa Fe R.R. trip",thumb/0000/0008/1a34774_150px.jpg,small/0000/0008/1a34774r.jpg,large/0000/0008/1a34774v.jpg
fsa1992000821/PP,LC-DIG-fsac-1a34775,NA,Jack Delano,4,1943,NA,NA,NA,NA,Chicago,Cook County,Illinois,United States,-87.6500523,41.850033,17031,"Diesel switch engineer moving freight cars at the South Water street freight terminal of the Illinois Central R.R., Chicago, Ill. The N.Y. Central is one of the railroads that lease terminal facilities from the I.C.R.R.",thumb/0000/0008/1a34775_150px.jpg,small/0000/0008/1a34775r.jpg,large/0000/0008/1a34775v.jpg
fsa1992000822/PP,LC-DIG-fsac-1a34776,NA,Jack Delano,4,1943,NA,NA,NA,NA,Chicago,Cook County,Illinois,United States,-87.6500523,41.850033,17031,"Diesel switch engine moving freight cars at the South water street freight terminal of the Illinois Central R.R., Chicago, Ill. The N.Y. Central is one of the railroads that lease terminal facilities from the I.C.R.R.",thumb/0000/0008/1a34776_150px.jpg,small/0000/0008/1a34776r.jpg,large/0000/0008/1a34776v.jpg
fsa1992000823/PP,LC-DIG-fsac-1a34777,NA,Jack Delano,4,1943,NA,NA,NA,NA,Chicago,Cook County,Illinois,United States,-87.6500523,41.850033,17031,"General view of part of the South Water street freight depot of the Illinois Central Railroad, Chicago, Ill. A C and O R.R. caboose. the C and O is one of the railroads that lease terminal facilities from the I.C.R.R",thumb/0000/0008/1a34777_150px.jpg,small/0000/0008/1a34777r.jpg,large/0000/0008/1a34777v.jpg
fsa1992000824/PP,LC-DIG-fsac-1a34778,NA,Jack Delano,4,1943,NA,NA,NA,NA,Chicago,Cook County,Illinois,United States,-87.6500523,41.850033,17031,"General view of part of the south Water street freight depot of the Illinois Central Railroad, Chicago, Ill. A C and O R.R. caboose. the C and O is one of the railroads that lease terminal facilities from the I.C.R.R",thumb/0000/0008/1a34778_150px.jpg,small/0000/0008/1a34778r.jpg,large/0000/0008/1a34778v.jpg
fsa1992000825/PP,LC-DIG-fsac-1a34779,NA,Jack Delano,4,1943,NA,NA,NA,NA,Chicago,Cook County,Illinois,United States,-87.6500523,41.850033,17031,"General view of part of the South Water street freight depot of the Illinois Central Railroad, Chicago, Ill. A C and O R.R. caboose. the C and O is one of the railroads that lease terminal facilities from the I.C.R.R",thumb/0000/0008/1a34779_150px.jpg,small/0000/0008/1a34779r.jpg,large/0000/0008/1a34779v.jpg
fsa1992000826/PP,LC-DIG-fsac-1a34780,NA,Jack Delano,4,1943,NA,NA,NA,NA,Chicago,Cook County,Illinois,United States,-87.6500523,41.850033,17031,"General view of part of the South Water street Illinois Central Railroad freight terminal, Chicago, Ill.",thumb/0000/0008/1a34780_150px.jpg,small/0000/0008/1a34780r.jpg,large/0000/0008/1a34780v.jpg
fsa1992000827/PP,LC-DIG-fsac-1a34781,NA,Jack Delano,4,1943,NA,NA,NA,NA,Chicago,Cook County,Illinois,United States,-87.6500523,41.850033,17031,"General view of part of the South Water Street freight depot of the Illinois Central Railroad, Chicago, Ill.",thumb/0000/0008/1a34781_150px.jpg,small/0000/0008/1a34781r.jpg,large/0000/0008/1a34781v.jpg
fsa1992000828/PP,LC-DIG-fsac-1a34782,NA,Jack Delano,4,1943,NA,NA,NA,NA,Chicago,Cook County,Illinois,United States,-87.6500523,41.850033,17031,"General view of part of the South Water street Illinois Central Railroad freight terminal, Chicago, Ill.",thumb/0000/0008/1a34782_150px.jpg,small/0000/0008/1a34782r.jpg,large/0000/0008/1a34782v.jpg
fsa1992000829/PP,LC-DIG-fsac-1a34783,NA,Jack Delano,4,1943,NA,NA,NA,NA,Chicago,Cook County,Illinois,United States,-87.6500523,41.850033,17031,"Diesel switch engine moving freight cars at the South Water street freight terminal of the Illinois Central R.R., Chicago, Ill.",thumb/0000/0008/1a34783_150px.jpg,small/0000/0008/1a34783r.jpg,large/0000/0008/1a34783v.jpg
