cnumber,cnumber2,ptype,pname,month,year,VAN0,VAN1,VAN2,lotnum,city,county,state,country,longitude,latitude,fips,title,thumb_url,small_url,large_url
fsa1998007499/PP,LC-USF33-020787,M3,Jack Delano,1,1941,People As Such,Groups and Individuals,In the Streets,1338,Aliquippa,Beaver County,Pennsylvania,United States,-80.2400606,40.6367335,42007,"Steel workers waiting for a bus in Aliquippa, Pennsylvania",thumb/0360/0363/8a35088_150px.jpg,small/0360/0363/8a35088r.jpg,large/0360/0363/8a35088v.jpg
fsa1998007501/PP,LC-USF33-020787,M5,Jack Delano,1,1941,People As Such,Children,Older Girls,1338,Aliquippa,Beaver County,Pennsylvania,United States,-80.2400606,40.6367335,42007,"Little Negro girl in Aliquippa, Pennsylvania",thumb/0360/0363/8a35090_150px.jpg,small/0360/0363/8a35090r.jpg,large/0360/0363/8a35090v.jpg
fsa1998007503/PP,LC-USF33-020788,M2,Jack Delano,1,1941,People As Such,Groups and Individuals,Menintheir Prime,1338,Aliquippa,Beaver County,Pennsylvania,United States,-80.2400606,40.6367335,42007,"Steel worker waiting for a bus in Aliquippa, Pennsylvania",thumb/0360/0363/8a35092_150px.jpg,small/0360/0363/8a35092r.jpg,large/0360/0363/8a35092v.jpg
fsa1998007505/PP,LC-USF33-020788,M4,Jack Delano,1,1941,Work,Services,Barbers Shops,1338,Aliquippa,Beaver County,Pennsylvania,United States,-80.2400606,40.6367335,42007,"A barber shop in Aliquippa, Pennsylvania",thumb/0360/0363/8a35094_150px.jpg,small/0360/0363/8a35094r.jpg,large/0360/0363/8a35094v.jpg
fsa1998007507/PP,LC-USF33-020789,M1,Jack Delano,1,1941,Transportation,Road Transport,People Going To and From Work,1338,Aliquippa,Beaver County,Pennsylvania,United States,-80.2400606,40.6367335,42007,"Waiting for buses in Aliquippa, Pennsylvania",thumb/0360/0363/8a35096_150px.jpg,small/0360/0363/8a35096r.jpg,large/0360/0363/8a35096v.jpg
fsa1998007510/PP,LC-USF33-020789,M4,Jack Delano,1,1941,Cities and Towns,Towns and Small Cities,Industrial Towns,1338,Baden,Beaver County,Pennsylvania,United States,-80.2281159,40.6350668,42007,"The Aliquippa plant of the Jones and Laughlin Company seen from across the Ohio River in Baden, Pennsylvania",thumb/0360/0363/8a35099_150px.jpg,small/0360/0363/8a35099r.jpg,large/0360/0363/8a35099v.jpg
fsa1998007528/PP,LC-USF33-020793,M2,Jack Delano,1,1941,NA,NA,NA,1338,Aliquippa,Beaver County,Pennsylvania,United States,-80.2400606,40.6367335,42007,"The Bessemers &quot;blooming&quot; at the Jones and Laughlin Steel Company in Aliquippa, Pennsylvania",thumb/0360/0363/8a35118_150px.jpg,small/0360/0363/8a35118r.jpg,large/0360/0363/8a35118v.jpg
fsa1998007530/PP,LC-USF33-020793,M4,Jack Delano,1,1941,NA,NA,NA,1338,Aliquippa,Beaver County,Pennsylvania,United States,-80.2400606,40.6367335,42007,"The Bessemers &quot;blooming&quot; at the Jones and Laughlin Steel Company in Aliquippa, Pennsylvania",thumb/0360/0363/8a35120_150px.jpg,small/0360/0363/8a35120r.jpg,large/0360/0363/8a35120v.jpg
fsa1998007547/PP,LC-USF33-020798,M1,Jack Delano,1,1941,People As Such,Groups and Individuals,Farmers' Figures,1260,Lowell,Middlesex County,Massachusetts,United States,-71.3161718,42.6334247,25017,"Portuguese farmer near Lowell, Massachusetts",thumb/0360/0364/8a35137_150px.jpg,small/0360/0364/8a35137r.jpg,large/0360/0364/8a35137v.jpg
fsa1998007550/PP,LC-USF33-020798,M4,Jack Delano,1,1941,People As Such,Groups and Individuals,Farmers' Figures,1260,Lowell,Middlesex County,Massachusetts,United States,-71.3161718,42.6334247,25017,"Portuguese farmer near Lowell, Massachusetts",thumb/0360/0364/8a35140_150px.jpg,small/0360/0364/8a35140r.jpg,large/0360/0364/8a35140v.jpg
fsa1998007552/PP,LC-USF33-020799,M2,Jack Delano,1,1941,People As Such,Groups and Individuals,Farm Women,1260,Lowell,Middlesex County,Massachusetts,United States,-71.3161718,42.6334247,25017,"Wife of Portuguese farmer near Lowell, Massachusetts",thumb/0360/0364/8a35142_150px.jpg,small/0360/0364/8a35142r.jpg,large/0360/0364/8a35142v.jpg
fsa1998007554/PP,LC-USF33-020799,M4,Jack Delano,1,1941,Homes and Living Conditions,Premanent Homes,Farm Houses,1260,Andover,Essex County,Massachusetts,United States,-71.1370012,42.6584254,25009,"House and barn combination in the Armenian settlement in Andover, Massachusetts",thumb/0360/0364/8a35144_150px.jpg,small/0360/0364/8a35144r.jpg,large/0360/0364/8a35144v.jpg
fsa1998007559/PP,LC-USF33-020800,M5,Jack Delano,10,1940,Work,"Agriculture: Crops, Livestock, Ranches",Turkeys,1216,Soldier Pond,Aroostook County,Maine,United States,-68.5758788,47.1561505,23003,"Turkey on the farm of a French-Canadian potato farmer in Soldier Pond, Maine",thumb/0360/0364/8a35149_150px.jpg,small/0360/0364/8a35149r.jpg,large/0360/0364/8a35149v.jpg
fsa1998007563/PP,LC-USF33-020801,M4,Jack Delano,10,1940,Work,"Agriculture: Crops, Livestock, Ranches",Livestock,1216,Soldier Pond,Aroostook County,Maine,United States,-68.5758788,47.1561505,23003,"Geese on the farm of a French-Canadian potato farmer in Soldier Pond, Maine",thumb/0360/0364/8a35153_150px.jpg,small/0360/0364/8a35153r.jpg,large/0360/0364/8a35153v.jpg
fsa1998007566/PP,LC-USF33-020802,M2,Jack Delano,10,1940,People As Such,Children,Young Children,1216,Soldier Pond,Aroostook County,Maine,United States,-68.5758788,47.1561505,23003,"Child of a French-Canadian potato farmer in Soldier Pond, Maine",thumb/0360/0364/8a35156_150px.jpg,small/0360/0364/8a35156r.jpg,large/0360/0364/8a35156v.jpg
fsa1998007575/PP,LC-USF33-020804,M3,Jack Delano,3,1941,People As Such,Groups and Individuals,Farm Families,1534,Pacolet,Spartanburg County,South Carolina,United States,-81.7617679,34.8990182,45083,"Tenant family who lived in the Camp Croft area and had to move out. The man was employed working for a neighboring fam and would lose his job when he moved. Near Pacolet, South Carolina",thumb/0360/0364/8a35165_150px.jpg,small/0360/0364/8a35165r.jpg,large/0360/0364/8a35165v.jpg
